iter	Logloss
190	0.001118564007
191	0.001116232001
192	0.001108347351
193	0.001106488591
194	0.001104503171
195	0.001103012069
196	0.001100829096
197	0.00109725976
198	0.001089710175
199	0.001087502587
200	0.001081073782
201	0.001079163841
202	0.00107609851
203	0.001074244745
204	0.001069455153
205	0.001067577698
206	0.001065765857
207	0.001063754481
208	0.001062140062
209	0.00105565054
210	0.001054293345
211	0.001051686517
212	0.001049251622
213	0.001043650665
214	0.001038312519
215	0.001036683524
216	0.001033912603
217	0.001031450405
218	0.001029107264
219	0.001017670225
220	0.001011272026
221	0.001000901809
222	0.0009986975199
223	0.0009879324606
224	0.0009855089338
225	0.0009813836786
226	0.0009792908147
227	0.0009778139899
228	0.0009763232739
229	0.0009756852338
230	0.0009741169118
231	0.0009726604089
232	0.0009713304319
233	0.0009679883965
234	0.0009667559679
235	0.0009645869125
236	0.0009619160278
237	0.0009606573657
238	0.0009587309136
239	0.0009539498396
240	0.0009521186274
241	0.0009509603609
242	0.0009495992942
243	0.0009482575599
244	0.0009463561471
245	0.0009441997621
246	0.0009426202464
247	0.0009408510185
248	0.000940476474
249	0.0009347987883
250	0.00093188459
251	0.0009208379486
252	0.0009179038151
253	0.0009133806621
254	0.0009123029757
255	0.0009099810653
256	0.0009081391549
257	0.0009035645687
258	0.0009017634481
259	0.0009001577706
260	0.0008922854838
261	0.0008916053855
262	0.0008905931093
263	0.0008894515382
264	0.0008882557175
265	0.0008841761879
266	0.0008827078303
267	0.0008812754799
268	0.0008800117753
269	0.0008785181973
270	0.0008773937183
271	0.0008760598182
272	0.0008665736016
273	0.0008635813131
274	0.0008559417787
275	0.0008527842872
276	0.0008511433732
277	0.0008487995214
278	0.0008479583365
279	0.0008465486081
280	0.0008430426465
281	0.0008411185489
282	0.0008376477468
283	0.0008340405682
284	0.0008323689465
285	0.0008306016068
286	0.0008293262822
287	0.0008287058881
288	0.0008262468376
289	0.0008244652018
290	0.0008242703889
291	0.0008233186308
292	0.000822712918
293	0.0008211866369
294	0.0008201038704
295	0.0008176741007
296	0.0008131400915
297	0.0008124335949
298	0.0008076343254
299	0.0008048070872
300	0.0008015458291
301	0.0007977438976
302	0.0007971661243
303	0.0007945598665
304	0.0007903882054
305	0.0007895403414
306	0.000789156422
307	0.0007883091175
308	0.0007837890934
309	0.0007824982184
310	0.0007800546074
311	0.0007777196916
312	0.0007756673453
313	0.0007735783343
314	0.0007732505184
315	0.0007728805307
316	0.0007709395376
317	0.0007676399266
318	0.0007660696056
319	0.0007635880006
320	0.0007630400502
321	0.0007615887378
322	0.0007583220352
323	0.0007534530805
324	0.0007524681608
325	0.0007492326634
326	0.0007478523627
327	0.0007456744739
328	0.0007442092735
329	0.000743408766
330	0.0007414081035
331	0.000740045944
332	0.0007381503035
333	0.0007362621617
334	0.0007344706262
335	0.0007334279156
336	0.0007317294712
337	0.0007299554069
338	0.000728267354
339	0.0007251692893
340	0.0007233266475
341	0.000721645593
342	0.0007201093115
343	0.0007194264495
344	0.0007165947439
345	0.0007151165376
346	0.0007129089681
347	0.0007116357101
348	0.0007102252688
349	0.0007063272267
350	0.0007007945245
351	0.0006996684073
352	0.0006982439678
353	0.0006977451084
354	0.0006941951273
355	0.0006935436736
356	0.000691758884
357	0.0006892587763
358	0.0006884485241
359	0.000687431122
360	0.0006859425247
361	0.0006848673975
362	0.0006817031769
363	0.0006789515268
364	0.0006783968589
365	0.0006769292934
366	0.0006756721788
367	0.0006730314495
368	0.0006705038513
369	0.0006671492779
370	0.0006657254247
371	0.0006611495064
372	0.0006602979878
373	0.0006583489118
374	0.0006534392403
375	0.0006531823342
376	0.0006527627831
377	0.0006517156965
378	0.0006510038009
379	0.0006507635559
380	0.0006498817333
381	0.000648746722
382	0.0006474300312
383	0.0006449181085
384	0.0006445286461
385	0.0006420772561
386	0.0006404706293
387	0.0006380630974
388	0.0006346269608
389	0.0006340883303
390	0.0006311120433
391	0.0006299158696
392	0.0006259122218
393	0.0006192550625
394	0.0006132200801
395	0.0006124907362
396	0.000609869666
397	0.0006062919839
398	0.0006048922461
399	0.0006047050585
400	0.0006040269344
401	0.0006033478981
402	0.0006026215303
403	0.0005991543936
404	0.0005944583875
405	0.0005913265221
406	0.0005883832621
407	0.0005861555003
408	0.0005836610976
409	0.0005830378314
410	0.0005801756997
411	0.0005735848586
412	0.0005677437916
413	0.0005652210974
414	0.0005633273533
415	0.0005627081424
416	0.0005574724859
417	0.0005540700045
418	0.0005520627861
419	0.0005481423061
420	0.0005476299056
421	0.0005473159091
422	0.0005402426494
423	0.0005391395306
424	0.0005369879525
425	0.000534121199
426	0.0005334783379
427	0.0005316006242
428	0.0005291565439
429	0.0005274665224
430	0.0005270294503
431	0.0005254151402
432	0.0005244857386
433	0.0005241429317
434	0.0005235438225
435	0.0005224280932
436	0.000522029537
437	0.0005215052118
438	0.0005200629532
439	0.0005183841867
440	0.0005172299538
441	0.0005139465818
442	0.000511110637
443	0.0005106330342
444	0.0005098543857
445	0.0005093050783
446	0.0005054031661
447	0.0005008382567
448	0.0005004204577
449	0.0004994964783
450	0.0004975057747
451	0.000493804731
452	0.0004933867656
453	0.0004929179663
454	0.0004913719176
455	0.0004852547257
456	0.0004843791565
457	0.0004815035914
458	0.0004803424856
459	0.0004787426896
460	0.0004753855671
461	0.00047515879
462	0.000473102147
463	0.0004701829632
464	0.0004678464922
465	0.000467502135
466	0.0004666512575
467	0.0004663311075
468	0.0004660158736
469	0.0004642540596
470	0.0004619259632
471	0.0004597814447
472	0.00045905106
473	0.0004569620132
474	0.000456565584
475	0.0004558302665
476	0.0004553861472
477	0.0004551861913
478	0.00045486198
479	0.0004512007245
480	0.0004503670495
481	0.0004487895999
482	0.0004466006485
483	0.0004459166538
484	0.0004453782975
485	0.000442141435
486	0.0004407334073
487	0.0004384892564
488	0.0004377504667
489	0.0004375155877
490	0.0004368639801
491	0.0004358510255
492	0.0004352404335
493	0.0004333498482
494	0.0004321557976
495	0.0004305186304
496	0.0004299227659
497	0.0004267842276
498	0.0004258577608
499	0.0004204358481
500	0.0004201563012
501	0.0004199035723
502	0.0004190746289
503	0.0004167870102
504	0.0004145524701
505	0.0004143333173
506	0.0004140530223
507	0.0004126186604
508	0.0004102837534
509	0.0004099717239
510	0.0004086729209
511	0.0004073614931
512	0.000406302156
513	0.0004037750345
514	0.0004027323528
515	0.0004014998936
516	0.0004005678647
517	0.000398858298
518	0.0003928489162
519	0.0003911454325
520	0.0003895767012
521	0.000389107316
522	0.0003875954699
523	0.0003866596656
524	0.0003851983338
525	0.0003849984081
526	0.0003843734611
527	0.000382996467
528	0.0003818424983
529	0.0003798143373
530	0.0003796444524
531	0.0003776270326
532	0.0003759228944
533	0.0003746487448
534	0.0003744743237
535	0.000373960404
536	0.0003734328663
537	0.0003731963389
538	0.0003714956897
539	0.0003713470116
540	0.0003694561579
541	0.0003677459711
542	0.000367494596
543	0.0003655981315
544	0.0003614453324
545	0.0003598502936
546	0.0003581018497
547	0.0003569486673
548	0.0003563358738
549	0.0003550051492
550	0.0003545293507
551	0.0003529130687
552	0.0003513833375
553	0.0003500658015
554	0.0003484534493
555	0.0003469387782
556	0.0003463967195
557	0.0003447903026
558	0.0003424393996
559	0.0003423220078
560	0.0003414173485
561	0.0003411852701
562	0.0003400869604
563	0.0003394697013
564	0.0003380264479
565	0.0003360330319
566	0.0003358912481
567	0.000334421991
568	0.0003333968482
569	0.0003329962679
570	0.0003328970003
571	0.0003327743483
572	0.0003326136182
573	0.0003321095714
574	0.000331925774
575	0.0003305783871
576	0.000329409842
577	0.0003288323929
578	0.0003286076679
579	0.0003273484793
580	0.0003270029605
581	0.0003264320217
582	0.0003254041332
583	0.0003249466133
584	0.0003246441529
585	0.0003232834022
586	0.0003228794324
587	0.0003220910926
588	0.0003217254749
589	0.0003213534542
590	0.0003200265522
591	0.0003182767551
592	0.000317064254
593	0.0003152373056
594	0.0003140948601
595	0.0003121070189
596	0.0003115042391
597	0.0003106309694
598	0.0003101560784
599	0.000309265001
600	0.0003082230714
601	0.0003079850598
602	0.0003077881591
603	0.0003074376772
604	0.0003053878328
605	0.0003045206626
606	0.0003035506752
607	0.0003007274089
608	0.0003005223224
609	0.0002996661565
610	0.0002978961538
611	0.0002977597976
612	0.0002967619305
613	0.0002957744771
614	0.0002952343521
615	0.0002941293591
616	0.0002939990834
617	0.0002929480098
618	0.0002926514552
619	0.0002925346394
620	0.000291756497
621	0.0002909744468
622	0.0002896132567
623	0.0002892844023
624	0.0002887677021
625	0.0002880558492
626	0.0002878315664
627	0.000287715526
628	0.0002870971729
629	0.0002858857953
630	0.0002853254934
631	0.0002849235558
632	0.0002844290002
633	0.0002835487134
634	0.0002833926074
635	0.0002817698792
636	0.0002809180774
637	0.0002806156585
638	0.0002803093113
639	0.0002798950489
640	0.0002779766789
641	0.0002776363542
642	0.0002744984338
643	0.0002743598981
644	0.0002731152061
645	0.0002729646074
646	0.0002720487531
647	0.000271845114
648	0.0002704521584
649	0.0002695019863
650	0.0002693636325
651	0.0002688487881
652	0.0002658477343
653	0.0002654762118
654	0.0002651739776
655	0.0002648674065
656	0.0002645399241
657	0.000264413367
658	0.0002641641741
659	0.0002634154509
660	0.0002629657646
661	0.0002627210589
662	0.0002624437931
663	0.0002623484982
664	0.0002606097489
665	0.000259944667
666	0.0002595913282
667	0.0002594438866
668	0.0002587847919
669	0.0002585664276
670	0.0002584598815
671	0.0002582252703
672	0.0002580159524
673	0.0002577045548
674	0.0002554972007
675	0.0002546726272
676	0.0002538345583
677	0.0002534387945
678	0.000253039101
679	0.000252611194
680	0.0002522214132
681	0.0002510793646
682	0.0002500286654
683	0.0002492486263
684	0.000248941854
685	0.0002485114825
686	0.0002478744846
687	0.000247272292
688	0.0002471201751
689	0.00024630372
690	0.0002455468101
691	0.000244398244
692	0.000243847881
693	0.0002438167584
694	0.000241880313
695	0.000241676325
696	0.00024115185
697	0.0002402105676
698	0.0002393050945
699	0.0002391941117
700	0.0002387175068
701	0.0002368751981
702	0.0002352621754
703	0.000233553541
704	0.0002334495413
705	0.0002329555501
706	0.0002324093023
707	0.0002320981985
708	0.0002316477211
709	0.0002299487227
710	0.0002292973805
711	0.0002291671107
712	0.0002275239325
713	0.0002265270657
714	0.0002247809932
715	0.0002245579873
716	0.000224449296
717	0.0002225993076
718	0.0002224583912
719	0.0002213868331
720	0.0002211775866
721	0.000220342451
722	0.0002201385889
723	0.0002194893065
724	0.0002192999215
725	0.0002187499067
726	0.0002171914411
727	0.0002153568243
728	0.0002147885195
729	0.000213698537
730	0.0002122546553
731	0.0002115186663
732	0.0002112342318
733	0.0002102797327
734	0.0002096148108
735	0.0002092006843
736	0.0002086356334
737	0.000208135594
738	0.0002072476218
739	0.0002070454012
740	0.0002067582455
741	0.0002062109617
742	0.0002060294305
743	0.0002058685368
744	0.0002056868436
745	0.0002054975152
746	0.0002051709602
747	0.0002039572532
748	0.000203581262
749	0.0002034219594
750	0.0002033355329
751	0.0002027037704
752	0.0002025519815
753	0.0002022747566
754	0.0002016144889
755	0.0002010363558
756	0.0001991112408
757	0.0001989447633
758	0.000198574965
759	0.0001983798683
760	0.0001979189876
761	0.0001973260098
762	0.0001972238204
763	0.0001968622736
764	0.0001967381771
765	0.0001949875606
766	0.0001948158041
767	0.0001943377702
768	0.0001940135224
769	0.0001937057065
770	0.0001936001013
771	0.0001924605907
772	0.0001922034147
773	0.0001918188895
774	0.0001914321046
775	0.0001912153148
776	0.0001907995703
777	0.0001899552924
778	0.0001886120484
779	0.0001882798201
780	0.0001869001077
781	0.0001864719524
782	0.0001855635633
783	0.0001847340755
784	0.000184676018
785	0.0001844752928
786	0.0001837313359
787	0.0001833921807
788	0.0001830694729
789	0.0001827757311
790	0.0001825125543
791	0.000182154311
792	0.0001818687803
793	0.0001805974065
794	0.0001805473812
795	0.0001802460131
796	0.0001799927169
797	0.0001798143829
798	0.0001789760045
799	0.0001767070838
800	0.0001764350455
801	0.0001759244288
802	0.0001757777622
803	0.000175547078
804	0.00017535436
805	0.0001751036792
806	0.0001745524434
807	0.0001744849138
808	0.0001744414653
809	0.0001743664408
810	0.000174327248
811	0.0001741827871
812	0.000173648192
813	0.0001730750804
814	0.0001726287913
815	0.000172434836
816	0.0001722328264
817	0.0001720994735
818	0.0001714289976
819	0.0001713521976
820	0.0001709711292
821	0.0001708009581
822	0.0001707062102
823	0.0001705076191
824	0.0001703049191
825	0.0001696551737
826	0.0001695719997
827	0.0001688293766
828	0.0001687219573
829	0.0001686026068
830	0.0001684563371
831	0.0001684133374
832	0.0001680318985
833	0.000166766224
834	0.0001666579904
835	0.0001663269514
836	0.0001662526607
837	0.0001658813661
838	0.0001657093473
839	0.0001655492419
840	0.0001645751752
841	0.0001640875213
842	0.0001637708297
843	0.0001637453811
844	0.0001634203274
845	0.0001627180832
846	0.0001626231184
847	0.0001622745063
848	0.0001614508967
849	0.0001611951705
850	0.0001609891396
851	0.0001608574032
852	0.0001607202049
853	0.0001605596226
854	0.0001604387429
855	0.0001603318536
856	0.0001601862383
857	0.0001598396646
858	0.0001596100166
859	0.0001594816603
860	0.0001593434871
861	0.0001592421557
862	0.0001590275018
863	0.0001587812142
864	0.0001571012746
865	0.0001567310448
866	0.0001564134036
867	0.0001559816941
868	0.0001558697341
869	0.0001557992723
870	0.0001555360487
871	0.0001554660164
872	0.0001553729714
873	0.0001547432017
874	0.0001536732214
875	0.0001535349732
876	0.0001533453166
877	0.0001531502437
878	0.0001527987031
879	0.0001526949046
880	0.0001525053389
881	0.0001519369298
882	0.0001518156939
883	0.0001517303851
884	0.0001514212602
885	0.0001500140327
886	0.0001497496386
887	0.0001496249739
888	0.0001493694119
889	0.0001490327706
890	0.000148914672
891	0.0001487647672
892	0.0001483805862
893	0.0001478353006
894	0.000147608112
895	0.0001471472812
896	0.0001470451267
897	0.0001468696671
898	0.0001468295158
899	0.0001465048433
900	0.0001463281696
901	0.0001461053069
902	0.0001459907935
903	0.0001459066762
904	0.0001455613349
905	0.0001452405478
906	0.0001452051729
907	0.0001449972072
908	0.0001444201602
909	0.0001443172461
910	0.0001441313236
911	0.0001434957047
912	0.0001431401669
913	0.0001430420963
914	0.0001428713401
915	0.000142848048
916	0.0001427407105
917	0.0001426520687
918	0.0001424530315
919	0.0001423615177
920	0.0001418545266
921	0.0001415893937
922	0.0001413984625
923	0.0001413305896
924	0.000141205912
925	0.0001411134728
926	0.0001409101613
927	0.0001405854785
928	0.0001395756163
929	0.0001393307726
930	0.0001387660311
931	0.0001386815348
932	0.0001386473271
933	0.0001384910912
934	0.0001383595326
935	0.0001379673257
936	0.000137881511
937	0.0001374616617
938	0.0001368027956
939	0.0001367357111
940	0.0001364933572
941	0.0001363209479
942	0.0001360807071
943	0.0001360164453
944	0.000135849359
945	0.0001358177781
946	0.0001356808651
947	0.0001355325259
948	0.0001354504846
949	0.0001353304481
950	0.000134738645
951	0.0001344709089
952	0.0001343834635
953	0.0001340462613
954	0.0001337881844
955	0.0001335143069
956	0.0001332359972
957	0.0001330290917
958	0.0001323715293
959	0.0001322830218
960	0.0001321340302
961	0.0001320703619
962	0.0001319025459
963	0.0001315196137
964	0.000131394412
965	0.0001312641943
966	0.0001311837048
967	0.0001310087106
968	0.0001309593608
969	0.0001306151288
970	0.0001297364532
971	0.0001296480701
972	0.0001295228768
973	0.0001294984027
974	0.0001293071203
975	0.0001289645495
976	0.0001283921878
977	0.0001283121884
978	0.0001282441497
979	0.000127828449
980	0.0001276084123
981	0.0001273050091
982	0.0001270744778
983	0.0001270268984
984	0.000126922949
985	0.0001264992285
986	0.0001264055093
987	0.0001255860164
988	0.0001255608018
989	0.0001254971473
990	0.0001247434633
991	0.0001247218373
992	0.0001241911559
993	0.0001241501012
994	0.0001236550957
995	0.0001233642381
996	0.0001228017414
997	0.0001218645706
998	0.0001215943429
999	0.0001215505141
